mois,region,authorType,depts,participants,refs,question,oui,non,vide,mots-cles,occurrences,type,link
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q16,no,no,no,"citoyens=392,comptes=263,internet=234,dépenses=226,référendum=187,public=185,l'argent=171,chaque=149,transparence=140,budget=137",2084,ou,solo
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q17,no,no,no,"citoyens=250,conseil=188,doivent=165,territoires=161,supprimer=147,économique=132,assemblées=127,pouvoir=114,social=110,députés=104",1498,ou,solo
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q18,1725,223,847,no,no,fe,solo
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q19,no,no,no,"supprimer=309,nombre=300,sénateurs=222,citoyens=211,conseil=179,députés=178,suppression=133,réduire=132,assemblée=113,social=90",1867,ou,Q18
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q20,no,no,no,"religions=569,religion=545,religieux=279,france=216,toutes=210,l'état=210,république=177,respecter=173,appliquer=164,respect=163",2706,ou,solo
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q21,no,no,no,"valeurs=378,république=322,l'école=317,civique=292,l'éducation=260,respect=216,éducation=156,respecter=101,service=100,citoyens=86",2228,ou,solo
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q22,no,no,no,"citoyens=335,service=320,citoyen=250,obligatoire=204,civique=202,donner=132,associations=126,société=120,jeunes=106,l'engagement=95",1890,ou,solo
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q23,no,no,no,"respect=1073,autres=243,l'autre=165,politesse=160,solidarité=154,tolérance=109,personnes=99,respecter=91,d'autrui=88,liberté=76",2258,ou,solo
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q24,no,no,no,"civique=218,l'école=187,service=156,l'éducation=148,parents=136,enfants=107,citoyens=107,comportements=104,respect=99,éducation=98",1360,ou,solo
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q25,no,no,no,"citoyen=178,citoyens=178,service=121,l'administration=115,publics=99,administrations=81,services=76,l'engagement=72,pouvoirs=68,civique=62",1050,ou,solo
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q26,no,no,no,"respect=557,manque=221,incivilités=216,publics=158,personnes=145,déchets=137,violence=135,insultes=126,toutes=124,autres=119",1938,ou,solo
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q27,no,no,no,"sanctionner=196,appliquer=132,travaux=127,incivilités=120,sanctions=120,justice=116,police=110,parents=86,mettre=81,l'éducation=79",1167,ou,solo
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q28,no,no,no,"chacun=130,enfants=125,parents=96,autres=91,respect=88,l'exemple=88,incivilités=87,l'éducation=77,éduquer=72,respecter=67",921,ou,solo
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q29,no,no,no,"racisme=323,discrimination=241,discriminations=157,femmes=142,sexisme=117,envers=98,personnes=94,homophobie=81,respect=78,travail=60",1391,ou,solo
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q30,no,no,no,"l'éducation=119,société=117,l'école=89,éducation=88,contre=85,éduquer=83,personnes=73,respect=69,tolérance=66,travail=64",853,ou,solo
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q31,1542,589,664,no,no,fe,solo
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q32,no,no,no,"travail=361,travaux=225,allocations=204,général=187,personnes=175,d'intérêt=159,contrepartie=114,solidarité=111,collectivité=107,associations=99",1742,ou,Q31
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q33,no,no,no,"france=664,l'immigration=427,politique=387,migrants=339,français=305,immigration=297,accueillir=257,personnes=243,migratoire=223,situation=173",3315,ou,solo
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q34,no,no,no,"objectifs=144,quotas=144,france=126,besoins=98,d'asile=91,immigration=84,fonction=81,pourquoi=75,obligations=70,migrants=69",982,ou,solo
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q35,no,no,no,"migrants=209,politique=193,france=191,développement=147,l'immigration=140,français=127,frontières=117,d'origine=112,accueillir=107,personnes=107",1450,ou,solo
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q36,no,no,no,"langue=512,français=449,travail=345,française=243,france=214,formation=185,apprendre=155,l'apprentissage=138,valeurs=127,apprentissage=126",2494,ou,solo
janvier,Nouvelle-Aquitaine,Citoyen / Citoyenne,"16=96,17=329,19=100,23=65,24=200,33=883,40=200,47=133,64=334,79=109,86=184,87=162",2795,2795,Q37,no,no,no,"démocratie=249,france=242,citoyens=226,français=186,pouvoir=170,politique=151,doivent=126,travail=126,président=118,exemple=118",1712,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q1,no,no,no,"personne=13,peuple=13,confiance=12,citoyens=11,députés=10,politique=10,maires=9,député=7,locaux=7,démocratie=6",98,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q2,59,38,23,no,no,fe,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q3,no,no,no,"associations=24,syndicats=17,organisations=11,association=10,société=6,syndicales=6,pouvoir=5,sociale=5,professionnelles=5,consommateurs=5",94,ou,Q2
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q4,no,no,no,"citoyens=16,soient=13,députés=12,qu'ils=12,doivent=8,parlementaires=7,politique=7,mandat=7,décisions=7,mandats=7",96,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q5,no,no,no,"Une bonne chose=75,=20,Une mauvaise chose=14,Je ne sais pas=11",120,sp,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q6,no,no,no,"mandat=14,politique=11,députés=10,mandats=8,personne=8,personnes=7,fonction=6,maires=6,contre=6,chaque=5",81,ou,Q5
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q7,no,no,no,"proportionnelle=44,élections=11,politiques=10,politique=7,partis=7,citoyens=7,représentation=5,introduire=5,instaurer=5,toutes=5",106,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q8,66,26,28,no,no,fe,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q9,no,no,no,"députés=17,sénateurs=16,conseillers=15,communes=14,supprimer=13,régionaux=9,nombre=9,réduire=8,commissions=8,départementaux=7",116,ou,Q8
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q10,no,no,no,"obligatoire=27,allocation=22,citoyens=17,politique=12,unique=12,politiques=11,rendre=10,élections=10,compte=8,travail=7",136,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q11,85,14,21,no,no,fe,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q12,no,no,no,"candidats=17,blancs=17,exprimés=14,l'élection=13,majorité=13,compte=12,nombre=10,candidat=9,élections=8,pourcentage=8",121,ou,Q11
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q13,no,no,no,"citoyens=17,référendum=13,référendums=10,sujets=8,démocratie=8,questions=7,internet=7,peuple=6,français=6,consulter=5",87,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q14,47,20,53,no,no,fe,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q15,no,no,no,"référendum=8,peuple=8,citoyens=8,nombre=6,signatures=6,déclenchement=6,l'initiative=5,déclencher=5,prendre=4,compte=4",60,ou,Q14
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q16,no,no,no,"citoyens=16,comptes=14,internet=10,public=9,collectivités=8,budget=8,dépenses=7,référendum=7,rendre=7,mettre=7",93,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q17,no,no,no,"conseil=11,peuple=8,économique=8,social=8,citoyens=7,supprimer=6,pouvoir=5,décisions=5,territoires=5,nationale=4",67,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q18,61,9,50,no,no,fe,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q19,no,no,no,"supprimer=17,conseil=9,nombre=8,social=8,citoyens=8,économique=7,sénateurs=7,diminuer=5,devrait=5,pouvoir=4",78,ou,Q18
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q20,no,no,no,"religions=24,religion=16,république=12,respecter=10,principes=9,toutes=8,religieux=7,religieuses=7,l'état=7,écoles=7",107,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q21,no,no,no,"valeurs=13,l'éducation=12,civique=11,l'école=9,république=8,éducation=8,respecter=5,instruction=4,citoyens=4,respectent=4",78,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q22,no,no,no,"obligatoire=9,service=9,citoyen=8,citoyens=8,civique=6,associations=5,donner=5,engagement=5,aucune=4,national=4",63,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q23,no,no,no,"respect=41,solidarité=8,autres=8,tolérance=8,contre=6,l'autre=6,politesse=4,promouvoir=3,fraternité=3,toutes=3",90,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q24,no,no,no,"service=10,civique=9,associations=6,exemple=5,comportements=5,l'éducation=5,éducation=4,respect=4,militaire=4,l'école=4",56,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q25,no,no,no,"relations=6,services=5,publics=5,citoyens=5,remettre=4,l'administration=4,service=3,administration=3,humain=2,pouvoirs=2",39,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q26,no,no,no,"respect=31,manque=12,personnes=11,violence=9,publics=9,jeunes=9,incivilités=7,certains=7,contre=5,insultes=5",105,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q27,no,no,no,"amendes=8,sanctions=7,travaux=7,réponse=5,personnes=5,sanctionner=5,l'exemple=5,judiciaire=4,appliquer=4,sanction=4",54,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q28,no,no,no,"respect=7,chacun=5,incivilités=4,pouvoir=4,laisser=4,éducation=3,montrer=3,exemple=3,porter=3,plainte=3",39,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q29,no,no,no,"racisme=12,manque=10,femmes=7,discrimination=7,enfants=7,sexisme=6,homophobie=5,discriminations=5,familles=5,placés=5",69,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q30,no,no,no,"éducation=8,tolérance=5,l'école=5,citoyens=4,donner=4,l'état=4,intégrer=3,respect=3,lutter=3,sociale=3",42,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q31,52,24,44,no,no,fe,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q32,no,no,no,"allocations=9,travail=8,travaux=7,nombre=4,exemple=4,donner=4,bénéficiaires=4,généraux=4,personnes=3,associations=3",50,ou,Q31
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q33,no,no,no,"france=25,français=13,accueillir=13,l'immigration=11,migrants=11,situation=11,politique=10,immigration=9,immigrés=9,personnes=8",120,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q34,no,no,no,"quotas=6,pourquoi=4,objectifs=3,français=3,l'immigration=3,choisie=3,problème=3,répondre=3,france=3,soient=2",33,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q35,no,no,no,"renvoyer=7,développer=7,français=6,france=6,mettre=6,territoire=5,pouvoir=5,politique=5,l'immigration=5,donner=5",57,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q36,no,no,no,"langue=17,travail=13,française=9,français=7,valeurs=7,france=6,éducation=6,respect=6,apprendre=6,république=5",82,ou,solo
janvier,Nouvelle-Aquitaine,,"16=4,17=12,19=6,23=4,24=6,33=34,40=15,47=3,64=16,79=5,86=7,87=8",120,120,Q37,no,no,no,"pouvoir=17,peuple=16,système=15,toutes=14,démocratie=12,entreprises=11,france=10,argent=10,référendum=9,travail=9",123,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q1,no,no,no,"parents=17,travail=12,également=9,sommes=8,pouvoir=8,privées=8,armées=8,d'emplois=7,services=7,argent=7",91,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q2,7,1,2,no,no,fe,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q3,no,no,no,"associations=2,organisations=1,syndicales=1,caritatives=1,d'intérêt=1,général=1,exemple=1,syndicats=1,assurément=1,associative=1",11,ou,Q2
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q4,no,no,no,"chambres=5,république=4,citoyens=4,nombre=4,instaurer=3,régionaux=3,nationale=3,constitution=3,conseil=3,députés=3",35,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q5,no,no,no,"Une bonne chose=6,=2,Je ne sais pas=1,Une mauvaise chose=1",10,sp,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q6,no,no,no,"mandats=3,renouvellement=2,assurer=1,certain=1,classe=1,politique=1,éviter=1,fonctionnariser=1,verrouiller=1,mécanismes=1",13,ou,Q5
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q7,no,no,no,"proportionnelle=3,représentation=2,sensibilité=2,instaurer=1,politique=1,devrait=1,possibilité=1,implique=1,proportionnalité=1,niveaux=1",14,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q8,6,2,2,no,no,fe,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q9,no,no,no,"conseillers=2,députés=2,sénateurs=2,départementaux=1,régionaux=1,département=1,régions=1,maires=1,regrouper=1,communes=1",13,ou,Q8
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q10,no,no,no,"obligatoire=2,arrêtant=1,fausses=1,promesses=1,campagnes=1,électorales=1,rendre=1,offrir=1,politique=1,créatrice=1",11,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q11,9,0,1,no,no,fe,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q12,no,no,no,"bulletins=1,blancs=1,doivent=1,comptabilités=1,valable=1,résultat=1,nombre=1,rassemblées=1,inférieur=1,majorité=1",10,ou,Q11
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q13,no,no,no,"faciliter=2,commissions=2,accorder=2,exemple=1,renforcer=1,locales=1,services=1,publics=1,locaux=1,niveau=1",13,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q14,2,2,6,no,no,fe,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q15,no,no,no,"citoyenne=2,seraient=2,citoyens=2,d'initiative=1,certes=1,définir=1,règles=1,mélanger=1,choses=1,doivent=1",13,ou,Q14
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q16,no,no,no,"faciliter=2,commissions=2,niveau=2,accorder=2,moyens=2,collectivités=2,renforcer=1,locales=1,services=1,publics=1",16,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q17,no,no,no,"assemblées=2,observation=1,régulation=1,définit=1,décentralisation=1,citoyens=1,améliorée=1,associer=1,débats=1,tiennent=1",11,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q18,6,0,4,no,no,fe,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q19,no,no,no,"représentations=1,modalités=1,d'élections=1,décentralisation=1,regarder=1,profondeur=1,difficile=1,donner=1,l'information=1,citoyens=1",10,ou,Q18
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q20,no,no,no,"religion=5,sectaires=5,conscience=4,france=4,mouvements=4,respect=4,fonction=4,publique=4,aujourd=3,serait=3",40,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q21,no,no,no,"semble=2,citoyens=2,associations=2,proposition=2,pouvoir=2,l'éducation=2,former=1,accélérer=1,processus=1,oeuvre=1",16,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q22,no,no,no,"service=2,république=2,stages=2,active=2,mairies=2,moyens=2,familiale=2,parents=2,enfants=2,droits=2",20,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q23,no,no,no,"apprendre=2,l'adhésion=1,association=1,devrait=1,valorisée=1,récompensée=1,respect=1,l'autre=1,débattre=1,confronté=1",11,ou,solo
janvier,Nouvelle-Aquitaine,Organisation à but non lucratif,"17=4,19=1,33=3,86=1,87=1",10,10,Q24,no,no,no,"l'école=3,l'implication=1,citoyens=1,courant=1,l'échelle=1,administrative=1,instruction=1,civique=1,primaire=1,savoir=1",12,ou,solo
